# unified_batch: max_base=20, sizes [3, 6], k in [1, 2]
# 30542 coprime BaseSets enumerated
# A                              k   R        route   c*           T*           extra       
  {3,5,8,9,18,20}                1   1.129    CFH     24           64           step=8 
  {3,5,8,9,18,20}                2   1.129    CFH     1581         8000         step=10 
  {3,5,8,9,19,20}                1   1.126    CFH     15           64           step=8 
  {3,5,8,9,19,20}                2   1.126    CFH     1527         3125         step=8 
  {3,5,8,10,11,12}               1   1.195    CFH     7            64           step=7 
  {3,5,8,10,11,12}               2   1.195    CFH     857          3125         step=8 
  {3,5,8,10,11,13}               1   1.187    CFH     7            64           step=7 
  {3,5,8,10,11,13}               2   1.187    CFH     1619         3125         step=9 
  {3,5,8,10,11,14}               1   1.181    CFH     7            64           step=7 
  {3,5,8,10,11,14}               2   1.181    CFH     1017         2744         step=8 
  {3,5,8,10,11,15}               1   1.175    CFH     7            64           step=7 
  {3,5,8,10,11,15}               2   1.175    CFH     1401         3125         step=8 
  {3,5,8,10,11,16}               1   1.171    CFH     7            64           step=7 
  {3,5,8,10,11,16}               2   1.171    CFH     800          3125         step=8 
  {3,5,8,10,11,17}               1   1.166    CFH     7            64           step=7 
  {3,5,8,10,11,17}               2   1.166    CFH     1401         3125         step=8 
  {3,5,8,10,11,18}               1   1.163    CFH     7            64           step=7 
  {3,5,8,10,11,18}               2   1.163    CFH     1132         3125         step=8 
  {3,5,8,10,11,19}               1   1.16     CFH     7            64           step=7 
  {3,5,8,10,11,19}               2   1.16     CFH     1112         3125         step=8 
  {3,5,8,10,11,20}               1   1.157    CFH     7            64           step=6 
  {3,5,8,10,11,20}               2   1.157    CFH     1494         3125         step=8 
  {3,5,8,10,12,13}               1   1.178    CFH     7            64           step=7 
  {3,5,8,10,12,13}               2   1.178    CFH     1642         3125         step=9 
  {3,5,8,10,12,14}               1   1.172    CFH     7            64           step=7 
  {3,5,8,10,12,14}               2   1.172    CFH     876          1000         step=8 
  {3,5,8,10,12,15}               1   1.166    CFH     7            64           step=7 
  {3,5,8,10,12,15}               2   1.166    CFH     1517         3125         step=8 
  {3,5,8,10,12,16}               1   1.162    CFH     7            64           step=7 
  {3,5,8,10,12,16}               2   1.162    CFH     1492         3125         step=8 
  {3,5,8,10,12,17}               1   1.157    CFH     7            64           step=7 
  {3,5,8,10,12,17}               2   1.157    CFH     913          1000         step=8 
  {3,5,8,10,12,18}               1   1.154    CFH     7            64           step=7 
  {3,5,8,10,12,18}               2   1.154    CFH     1236         3125         step=8 
  {3,5,8,10,12,19}               1   1.15     CFH     7            64           step=7 
  {3,5,8,10,12,19}               2   1.15     CFH     1528         3125         step=8 
  {3,5,8,10,12,20}               1   1.148    CFH     7            64           step=7 
  {3,5,8,10,12,20}               2   1.148    CFH     1338         3125         step=9 
  {3,5,8,10,13,14}               1   1.164    CFH     7            64           step=7 
  {3,5,8,10,13,14}               2   1.164    CFH     917          2744         step=9 
  {3,5,8,10,13,15}               1   1.159    CFH     7            64           step=7 
  {3,5,8,10,13,15}               2   1.159    CFH     2292         3125         step=9 
  {3,5,8,10,13,16}               1   1.154    CFH     7            64           step=7 
  {3,5,8,10,13,16}               2   1.154    CFH     873          3125         step=9 
  {3,5,8,10,13,17}               1   1.15     CFH     7            64           step=7 
  {3,5,8,10,13,17}               2   1.15     CFH     1067         3125         step=9 
  {3,5,8,10,13,18}               1   1.146    CFH     7            64           step=7 
  {3,5,8,10,13,18}               2   1.146    CFH     1107         3125         step=9 
  {3,5,8,10,13,19}               1   1.143    CFH     7            64           step=7 
  {3,5,8,10,13,19}               2   1.143    CFH     938          3125         step=9 
  {3,5,8,10,13,20}               1   1.14     CFH     7            64           step=7 
  {3,5,8,10,13,20}               2   1.14     CFH     2192         3125         step=9 
  {3,5,8,10,14,15}               1   1.152    CFH     7            64           step=7 
  {3,5,8,10,14,15}               2   1.152    CFH     2319         10000        step=9 
  {3,5,8,10,14,16}               1   1.148    CFH     7            64           step=7 
  {3,5,8,10,14,16}               2   1.148    CFH     851          2744         step=8 
  {3,5,8,10,14,17}               1   1.143    CFH     7            64           step=7 
  {3,5,8,10,14,17}               2   1.143    CFH     1317         2744         step=8 
  {3,5,8,10,14,18}               1   1.14     CFH     7            64           step=7 
  {3,5,8,10,14,18}               2   1.14     CFH     1092         2744         step=8 
  {3,5,8,10,14,19}               1   1.136    CFH     7            64           step=7 
  {3,5,8,10,14,19}               2   1.136    CFH     1028         2744         step=8 
  {3,5,8,10,14,20}               1   1.134    CFH     7            64           step=7 
  {3,5,8,10,14,20}               2   1.134    CFH     1719         2744         step=8 
  {3,5,8,10,15,16}               1   1.142    CFH     7            64           step=7 
  {3,5,8,10,15,16}               2   1.142    CFH     973          3125         step=8 
  {3,5,8,10,15,17}               1   1.138    CFH     7            64           step=7 
  {3,5,8,10,15,17}               2   1.138    CFH     3776         10000        step=9 
  {3,5,8,10,15,18}               1   1.134    CFH     7            64           step=7 
  {3,5,8,10,15,18}               2   1.134    CFH     2436         10000        step=9 
  {3,5,8,10,15,19}               1   1.131    CFH     7            64           step=7 
  {3,5,8,10,15,19}               2   1.131    CFH     1653         10000        step=9 
  {3,5,8,10,15,20}               1   1.128    CFH     7            64           step=7 
  {3,5,8,10,15,20}               2   1.128    CFH     3560         8000         step=9 
  {3,5,8,10,16,17}               1   1.133    CFH     7            64           step=7 
  {3,5,8,10,16,17}               2   1.133    CFH     964          3125         step=8 
  {3,5,8,10,16,18}               1   1.129    CFH     7            64           step=7 
  {3,5,8,10,16,18}               2   1.129    CFH     1492         3125         step=8 
  {3,5,8,10,16,19}               1   1.126    CFH     7            64           step=8 
  {3,5,8,10,16,19}               2   1.126    CFH     1055         3125         step=8 
  {3,5,8,10,16,20}               1   1.123    CFH     7            64           step=8 
  {3,5,8,10,16,20}               2   1.123    CFH     1748         8000         step=9 
  {3,5,8,10,17,18}               1   1.125    CFH     7            64           step=8 
  {3,5,8,10,17,18}               2   1.125    CFH     1202         3125         step=8 
  {3,5,8,10,17,19}               1   1.122    CFH     7            64           step=8 
  {3,5,8,10,17,19}               2   1.122    CFH     1653         10000        step=10 
  {3,5,8,10,17,20}               1   1.119    CFH     7            64           step=8 
  {3,5,8,10,17,20}               2   1.119    CFH     3551         8000         step=9 
  {3,5,8,10,18,19}               1   1.118    CFH     7            64           step=8 
  {3,5,8,10,18,19}               2   1.118    CFH     1436         3125         step=8 
  {3,5,8,10,18,20}               1   1.115    CFH     7            64           step=8 
  {3,5,8,10,18,20}               2   1.115    CFH     2492         8000         step=9 
  {3,5,8,10,19,20}               1   1.112    CFH     7            64           step=8 
  {3,5,8,10,19,20}               2   1.112    CFH     1428         3125         step=8 
  {3,5,8,11,12,13}               1   1.167    CFH     10           64           step=7 
  {3,5,8,11,12,13}               2   1.167    CFH     1384         3125         step=9 
  {3,5,8,11,12,14}               1   1.161    CFH     18           64           step=7 
  {3,5,8,11,12,14}               2   1.161    CFH     851          2744         step=9 
  {3,5,8,11,12,15}               1   1.155    CFH     10           64           step=7 
  {3,5,8,11,12,15}               2   1.155    CFH     1401         3125         step=9 
  {3,5,8,11,12,16}               1   1.15     CFH     18           64           step=7 
  {3,5,8,11,12,16}               2   1.15     CFH     721          1331         step=7 
  {3,5,8,11,12,17}               1   1.146    CFH     18           64           step=7 
  {3,5,8,11,12,17}               2   1.146    CFH     1202         3125         step=9 
  {3,5,8,11,12,18}               1   1.143    CFH     10           64           step=7 
  {3,5,8,11,12,18}               2   1.143    CFH     1202         3125         step=9 
  {3,5,8,11,12,19}               1   1.139    CFH     18           64           step=7 
  {3,5,8,11,12,19}               2   1.139    CFH     913          3125         step=9 
  {3,5,8,11,12,20}               1   1.136    CFH     18           64           step=7 
  {3,5,8,11,12,20}               2   1.136    CFH     1257         3125         step=9 
  {3,5,8,11,13,14}               1   1.153    CFH     15           64           step=7 
  {3,5,8,11,13,14}               2   1.153    CFH     832          2744         step=10 
  {3,5,8,11,13,15}               1   1.148    CFH     10           64           step=7 
  {3,5,8,11,13,15}               2   1.148    CFH     2244         3125         step=9 
  {3,5,8,11,13,16}               1   1.143    CFH     15           64           step=7 
  {3,5,8,11,13,16}               2   1.143    CFH     1007         3125         step=9 
  {3,5,8,11,13,17}               1   1.139    CFH     15           64           step=7 
  {3,5,8,11,13,17}               2   1.139    CFH     857          3125         step=9 
  {3,5,8,11,13,18}               1   1.135    CFH     15           64           step=7 
  {3,5,8,11,13,18}               2   1.135    CFH     1132         3125         step=9 
  {3,5,8,11,13,19}               1   1.132    CFH     15           64           step=7 
  {3,5,8,11,13,19}               2   1.132    CFH     938          3125         step=9 
  {3,5,8,11,13,20}               1   1.129    CFH     15           64           step=7 
  {3,5,8,11,13,20}               2   1.129    CFH     2019         3125         step=9 
  {3,5,8,11,14,15}               1   1.141    CFH     21           64           step=7 
  {3,5,8,11,14,15}               2   1.141    CFH     1440         14641        step=8 
  {3,5,8,11,14,16}               1   1.136    CFH     18           64           step=7 
  {3,5,8,11,14,16}               2   1.136    CFH     751          1331         step=7 
  {3,5,8,11,14,17}               1   1.132    CFH     21           64           step=7 
  {3,5,8,11,14,17}               2   1.132    CFH     1115         2744         step=8 
  {3,5,8,11,14,18}               1   1.129    CFH     15           64           step=7 
  {3,5,8,11,14,18}               2   1.129    CFH     832          1331         step=7 
  {3,5,8,11,14,19}               1   1.125    CFH     29           121          step=8 
  {3,5,8,11,14,19}               2   1.125    CFH     1017         2744         step=8 
  {3,5,8,11,14,20}               1   1.122    CFH     21           64           step=8 
  {3,5,8,11,14,20}               2   1.122    CFH     1317         2744         step=8 
  {3,5,8,11,15,16}               1   1.131    CFH     10           64           step=7 
  {3,5,8,11,15,16}               2   1.131    CFH     1350         3125         step=8 
  {3,5,8,11,15,17}               1   1.127    CFH     21           64           step=7 
  {3,5,8,11,15,17}               2   1.127    CFH     1401         3125         step=8 
  {3,5,8,11,15,18}               1   1.123    CFH     10           64           step=8 
  {3,5,8,11,15,18}               2   1.123    CFH     1436         3125         step=8 
  {3,5,8,11,15,19}               1   1.12     CFH     21           64           step=8 
  {3,5,8,11,15,19}               2   1.12     CFH     1355         3125         step=8 
  {3,5,8,11,15,20}               1   1.117    CFH     21           64           step=8 
  {3,5,8,11,15,20}               2   1.117    CFH     2898         8000         step=8 
  {3,5,8,11,16,17}               1   1.122    CFH     18           64           step=8 
  {3,5,8,11,16,17}               2   1.122    CFH     1113         3125         step=8 
  {3,5,8,11,16,18}               1   1.118    CFH     15           64           step=8 
  {3,5,8,11,16,18}               2   1.118    CFH     1327         3125         step=8 
  {3,5,8,11,16,19}               1   1.115    CFH     26           64           step=8 
  {3,5,8,11,16,19}               2   1.115    CFH     1194         3125         step=8 
  {3,5,8,11,16,20}               1   1.112    CFH     26           64           step=8 
  {3,5,8,11,16,20}               2   1.112    CFH     882          1331         step=9 
  {3,5,8,11,17,18}               1   1.114    CFH     15           64           step=8 
  {3,5,8,11,17,18}               2   1.114    CFH     963          3125         step=8 
  {3,5,8,11,17,19}               1   1.111    CFH     21           64           step=8 
  {3,5,8,11,17,19}               2   1.111    CFH     2273         14641        step=8 
  {3,5,8,11,17,20}               1   1.108    CFH     21           64           step=9 
  {3,5,8,11,17,20}               2   1.108    CFH     1321         3125         step=9 
  {3,5,8,11,18,19}               1   1.107    CFH     15           64           step=9 
  {3,5,8,11,18,19}               2   1.107    CFH     1248         3125         step=9 
  {3,5,8,11,18,20}               1   1.104    CFH     15           64           step=9 
  {3,5,8,11,18,20}               2   1.104    CFH     1257         3125         step=9 
  {3,5,8,11,19,20}               1   1.101    CFH     26           64           step=9 
  {3,5,8,11,19,20}               2   1.101    CFH     1221         3125         step=9 
  {3,5,8,12,13,14}               1   1.144    CFH     10           64           step=7 
  {3,5,8,12,13,14}               2   1.144    CFH     2496         2744         step=10 
  {3,5,8,12,13,15}               1   1.139    CFH     19           64           step=7 
  {3,5,8,12,13,15}               2   1.139    CFH     2641         3125         step=9 
  {3,5,8,12,13,16}               1   1.134    CFH     10           64           step=7 
  {3,5,8,12,13,16}               2   1.134    CFH     2210         3125         step=9 
  {3,5,8,12,13,17}               1   1.13     CFH     19           64           step=7 
  {3,5,8,12,13,17}               2   1.13     CFH     2641         3125         step=9 
  {3,5,8,12,13,18}               1   1.126    CFH     19           64           step=7 
  {3,5,8,12,13,18}               2   1.126    CFH     2560         3125         step=9 
  {3,5,8,12,13,19}               1   1.123    CFH     10           64           step=8 
  {3,5,8,12,13,19}               2   1.123    CFH     1954         3125         step=9 
  {3,5,8,12,13,20}               1   1.12     CFH     19           64           step=8 
  {3,5,8,12,13,20}               2   1.12     CFH     1993         3125         step=9 
  {3,5,8,12,14,15}               1   1.132    CFH     10           64           step=7 
  {3,5,8,12,14,15}               2   1.132    CFH     2577         15625        step=8 
  {3,5,8,12,14,16}               1   1.127    CFH     18           64           step=7 
  {3,5,8,12,14,16}               2   1.127    CFH     851          2744         step=9 
  {3,5,8,12,14,17}               1   1.123    CFH     18           64           step=8 
  {3,5,8,12,14,17}               2   1.123    CFH     2237         15625        step=8 
  {3,5,8,12,14,18}               1   1.12     CFH     10           64           step=8 
  {3,5,8,12,14,18}               2   1.12     CFH     2441         15625        step=8 
  {3,5,8,12,14,19}               1   1.116    CFH     18           64           step=8 
  {3,5,8,12,14,19}               2   1.116    CFH     2515         15625        step=7 
  {3,5,8,12,14,20}               1   1.113    CFH     18           64           step=8 
  {3,5,8,12,14,20}               2   1.113    CFH     1916         2744         step=10 
  {3,5,8,12,15,16}               1   1.122    CFH     10           64           step=8 
  {3,5,8,12,15,16}               2   1.122    CFH     1017         3125         step=8 
  {3,5,8,12,15,17}               1   1.118    CFH     19           64           step=8 
  {3,5,8,12,15,17}               2   1.118    CFH     2553         15625        step=8 
  {3,5,8,12,15,18}               1   1.114    CFH     19           64           step=8 
  {3,5,8,12,15,18}               2   1.114    CFH     2606         15625        step=8 
  {3,5,8,12,15,19}               1   1.111    CFH     10           64           step=8 
  {3,5,8,12,15,19}               2   1.111    CFH     2579         15625        step=8 
  {3,5,8,12,15,20}               1   1.108    CFH     19           64           step=8 
  {3,5,8,12,15,20}               2   1.108    CFH     2227         8000         step=8 
  {3,5,8,12,16,17}               1   1.113    CFH     18           64           step=8 
  {3,5,8,12,16,17}               2   1.113    CFH     1081         3125         step=9 
  {3,5,8,12,16,18}               1   1.109    CFH     10           64           step=8 
  {3,5,8,12,16,18}               2   1.109    CFH     1772         3125         step=9 
  {3,5,8,12,16,19}               1   1.106    CFH     18           64           step=9 
  {3,5,8,12,16,19}               2   1.106    CFH     2527         15625        step=8 
  {3,5,8,12,16,20}               1   1.103    CFH     18           64           step=9 
  {3,5,8,12,16,20}               2   1.103    CFH     2566         8000         step=9 
  {3,5,8,12,17,18}               1   1.105    CFH     19           64           step=9 
  {3,5,8,12,17,18}               2   1.105    CFH     2705         15625        step=8 
  {3,5,8,12,17,19}               1   1.102    CFH     18           64           step=9 
  {3,5,8,12,17,19}               2   1.102    CFH     1121         3125         step=9 
  {3,5,8,12,17,20}               1   1.099    CFH     19           64           step=9 
  {3,5,8,12,17,20}               2   1.099    CFH     1136         3125         step=9 
  {3,5,8,12,18,19}               1   1.098    CFH     10           64           step=9 
  {3,5,8,12,18,19}               2   1.098    CFH     2796         15625        step=9 
  {3,5,8,12,18,20}               1   1.095    CFH     19           64           step=10 
  {3,5,8,12,18,20}               2   1.095    CFH     1727         3125         step=9 
  {3,5,8,12,19,20}               1   1.092    CFH     18           64           step=10 
  {3,5,8,12,19,20}               2   1.092    CFH     2953         8000         step=10 
  {3,5,8,13,14,15}               1   1.125    CFH     10           64           step=7 
  {3,5,8,13,14,15}               2   1.125    CFH     2917         15625        step=8 
  {3,5,8,13,14,16}               1   1.12     CFH     15           64           step=8 
  {3,5,8,13,14,16}               2   1.12     CFH     2692         15625        step=8 
  {3,5,8,13,14,17}               1   1.116    CFH     15           64           step=8 
  {3,5,8,13,14,17}               2   1.116    CFH     2963         15625        step=8 
  {3,5,8,13,14,18}               1   1.112    CFH     15           64           step=8 
  {3,5,8,13,14,18}               2   1.112    CFH     2963         15625        step=8 
  {3,5,8,13,14,19}               1   1.109    CFH     15           64           step=8 
  {3,5,8,13,14,19}               2   1.109    CFH     2944         15625        step=8 
  {3,5,8,13,14,20}               1   1.106    CFH     15           64           step=9 
  {3,5,8,13,14,20}               2   1.106    CFH     2836         8000         step=8 
  {3,5,8,13,15,16}               1   1.114    CFH     10           64           step=8 
  {3,5,8,13,15,16}               2   1.114    CFH     2496         15625        step=8 
  {3,5,8,13,15,17}               1   1.11     CFH     19           64           step=8 
  {3,5,8,13,15,17}               2   1.11     CFH     3100         15625        step=8 
  {3,5,8,13,15,18}               1   1.106    CFH     19           64           step=8 
  {3,5,8,13,15,18}               2   1.106    CFH     3044         15625        step=8 
  {3,5,8,13,15,19}               1   1.103    CFH     10           64           step=9 
  {3,5,8,13,15,19}               2   1.103    CFH     3100         15625        step=8 
  {3,5,8,13,15,20}               1   1.1      CFH     19           64           step=9 
  {3,5,8,13,15,20}               2   1.1      CFH     2711         8000         step=9 
  {3,5,8,13,16,17}               1   1.105    CFH     23           64           step=9 
  {3,5,8,13,16,17}               2   1.105    CFH     2460         15625        step=8 
  {3,5,8,13,16,18}               1   1.102    CFH     15           64           step=9 
  {3,5,8,13,16,18}               2   1.102    CFH     2502         15625        step=8 
  {3,5,8,13,16,19}               1   1.098    CFH     23           64           step=9 
  {3,5,8,13,16,19}               2   1.098    CFH     2539         15625        step=8 
  {3,5,8,13,16,20}               1   1.095    CFH     15           64           step=9 
  {3,5,8,13,16,20}               2   1.095    CFH     2652         8000         step=10 
  {3,5,8,13,17,18}               1   1.098    CFH     19           64           step=9 
  {3,5,8,13,17,18}               2   1.098    CFH     3208         15625        step=8 
  {3,5,8,13,17,19}               1   1.094    CFH     23           64           step=10 
  {3,5,8,13,17,19}               2   1.094    CFH     3164         15625        step=9 
  {3,5,8,13,17,20}               1   1.091    CFH     19           64           step=10 
  {3,5,8,13,17,20}               2   1.091    CFH     2694         8000         step=10 
  {3,5,8,13,18,19}               1   1.091    CFH     15           64           step=10 
  {3,5,8,13,18,19}               2   1.091    CFH     3127         15625        step=9 
  {3,5,8,13,18,20}               1   1.088    CFH     19           64           step=10 
  {3,5,8,13,18,20}               2   1.088    CFH     2944         8000         step=10 
  {3,5,8,13,19,20}               1   1.084    CFH     15           64           step=10 
  {3,5,8,13,19,20}               2   1.084    CFH     2944         8000         step=10 
  {3,5,8,14,15,16}               1   1.108    CFH     10           64           step=8 
  {3,5,8,14,15,16}               2   1.108    CFH     2890         15625        step=8 
  {3,5,8,14,15,17}               1   1.104    CFH     21           64           step=9 
  {3,5,8,14,15,17}               2   1.104    CFH     3151         15625        step=8 
  {3,5,8,14,15,18}               1   1.1      CFH     10           64           step=9 
  {3,5,8,14,15,18}               2   1.1      CFH     3115         15625        step=8 
  {3,5,8,14,15,19}               1   1.097    CFH     21           64           step=9 
  {3,5,8,14,15,19}               2   1.097    CFH     3204         15625        step=8 
  {3,5,8,14,15,20}               1   1.094    CFH     21           64           step=10 
  {3,5,8,14,15,20}               2   1.094    CFH     3204         8000         step=10 
  {3,5,8,14,16,17}               1   1.099    CFH     18           64           step=9 
  {3,5,8,14,16,17}               2   1.099    CFH     2899         15625        step=8 
  {3,5,8,14,16,18}               1   1.095    CFH     15           64           step=9 
  {3,5,8,14,16,18}               2   1.095    CFH     2890         15625        step=8 
  {3,5,8,14,16,19}               1   1.092    CFH     18           64           step=10 
  {3,5,8,14,16,19}               2   1.092    CFH     3191         15625        step=9 
  {3,5,8,14,16,20}               1   1.089    CFH     18           64           step=10 
  {3,5,8,14,16,20}               2   1.089    CFH     2887         8000         step=10 
  {3,5,8,14,17,18}               1   1.091    CFH     24           64           step=10 
  {3,5,8,14,17,18}               2   1.091    CFH     3196         15625        step=9 
  {3,5,8,14,17,19}               1   1.088    CFH     21           64           step=10 
  {3,5,8,14,17,19}               2   1.088    CFH     3268         15625        step=9 
  {3,5,8,14,17,20}               1   1.085    CFH     24           64           step=10 
  {3,5,8,14,17,20}               2   1.085    CFH     3179         8000         step=10 
  {3,5,8,14,18,19}               1   1.084    CFH     15           64           step=10 
  {3,5,8,14,18,19}               2   1.084    CFH     3268         15625        step=9 
  {3,5,8,14,18,20}               1   1.081    CFH     24           64           step=10 
  {3,5,8,14,18,20}               2   1.081    CFH     3515         8000         step=10 
  {3,5,8,14,19,20}               1   1.078    CFH     21           64           step=10 
  {3,5,8,14,19,20}               2   1.078    CFH     3204         8000         step=11 
  {3,5,8,15,16,17}               1   1.093    CFH     10           64           step=9 
  {3,5,8,15,16,17}               2   1.093    CFH     3124         15625        step=8 
  {3,5,8,15,16,18}               1   1.09     CFH     10           64           step=10 
  {3,5,8,15,16,18}               2   1.09     CFH     3362         15625        step=9 
  {3,5,8,15,16,19}               1   1.087    CFH     10           64           step=10 
  {3,5,8,15,16,19}               2   1.087    CFH     3460         15625        step=9 
  {3,5,8,15,16,20}               1   1.084    CFH     10           64           step=10 
  {3,5,8,15,16,20}               2   1.084    CFH     3460         8000         step=10 
  {3,5,8,15,17,18}               1   1.086    CFH     19           64           step=10 
  {3,5,8,15,17,18}               2   1.086    CFH     3389         15625        step=9 
  {3,5,8,15,17,19}               1   1.082    CFH     21           64           step=10 
  {3,5,8,15,17,19}               2   1.082    CFH     3740         15625        step=9 
  {3,5,8,15,17,20}               1   1.079    CFH     21           64           step=10 
  {3,5,8,15,17,20}               2   1.079    CFH     3506         8000         step=10 
  {3,5,8,15,18,19}               1   1.079    CFH     10           64           step=10 
  {3,5,8,15,18,19}               2   1.079    CFH     3569         15625        step=9 
  {3,5,8,15,18,20}               1   1.076    CFH     19           64           step=10 
  {3,5,8,15,18,20}               2   1.076    CFH     3569         8000         step=11 
  {3,5,8,15,19,20}               1   1.072    CFH     21           64           step=10 
  {3,5,8,15,19,20}               2   1.072    CFH     3569         8000         step=11 
  {3,5,8,16,17,18}               1   1.081    CFH     15           64           step=10 
  {3,5,8,16,17,18}               2   1.081    CFH     3328         15625        step=9 
  {3,5,8,16,17,19}               1   1.078    CFH     23           64           step=10 
  {3,5,8,16,17,19}               2   1.078    CFH     3268         15625        step=9 
  {3,5,8,16,17,20}               1   1.075    CFH     18           64           step=10 
  {3,5,8,16,17,20}               2   1.075    CFH     3524         8000         step=11 
  {3,5,8,16,18,19}               1   1.074    CFH     15           64           step=10 
  {3,5,8,16,18,19}               2   1.074    CFH     3319         15625        step=10 
  {3,5,8,16,18,20}               1   1.071    CFH     15           64           step=10 
  {3,5,8,16,18,20}               2   1.071    CFH     3511         8000         step=11 
  {3,5,8,16,19,20}               1   1.068    CFH     26           64           step=10 
  {3,5,8,16,19,20}               2   1.068    CFH     6623         8000         step=11 
  {3,5,8,17,18,19}               1   1.07     CFH     15           64           step=10 
  {3,5,8,17,18,19}               2   1.07     CFH     3976         15625        step=10 
  {3,5,8,17,18,20}               1   1.067    CFH     24           64           step=10 
  {3,5,8,17,18,20}               2   1.067    CFH     3596         8000         step=11 
  {3,5,8,17,19,20}               1   1.064    CFH     21           64           step=10 
  {3,5,8,17,19,20}               2   1.064    CFH     3624         8000         step=11 
  {3,5,8,18,19,20}               1   1.06     CFH     15           64           step=10 
  {3,5,8,18,19,20}               2   1.06     CFH     3861         8000         step=12 
  {3,5,9,10,11,12}               1   1.177    CFH     7            81           step=6 
  {3,5,9,10,11,12}               2   1.177    CFH     1603         10000        step=8 
  {3,5,9,10,11,13}               1   1.169    CFH     7            81           step=6 
  {3,5,9,10,11,13}               2   1.169    CFH     2357         10000        step=8 
  {3,5,9,10,11,14}               1   1.163    CFH     7            81           step=6 
  {3,5,9,10,11,14}               2   1.163    CFH     1605         2744         step=8 
  {3,5,9,10,11,15}               1   1.158    CFH     7            81           step=7 
  {3,5,9,10,11,15}               2   1.158    CFH     2288         10000        step=9 
  {3,5,9,10,11,16}               1   1.153    CFH     7            81           step=7 
  {3,5,9,10,11,16}               2   1.153    CFH     1628         3125         step=8 
  {3,5,9,10,11,17}               1   1.149    CFH     7            81           step=6 
  {3,5,9,10,11,17}               2   1.149    CFH     1869         3125         step=8 
  {3,5,9,10,11,18}               1   1.145    CFH     7            81           step=6 
  {3,5,9,10,11,18}               2   1.145    CFH     1605         3125         step=8 
  {3,5,9,10,11,19}               1   1.142    CFH     7            81           step=6 
  {3,5,9,10,11,19}               2   1.142    CFH     1605         10000        step=9 
  {3,5,9,10,11,20}               1   1.139    CFH     7            81           step=6 
  {3,5,9,10,11,20}               2   1.139    CFH     2063         8000         step=9 
  {3,5,9,10,12,13}               1   1.16     CFH     11           81           step=7 
  {3,5,9,10,12,13}               2   1.16     CFH     1876         10000        step=9 
  {3,5,9,10,12,14}               1   1.154    CFH     16           81           step=7 
  {3,5,9,10,12,14}               2   1.154    CFH     3100         10000        step=9 
  {3,5,9,10,12,15}               1   1.148    CFH     16           81           step=7 
  {3,5,9,10,12,15}               2   1.148    CFH     3282         10000        step=9 
  {3,5,9,10,12,16}               1   1.144    CFH     11           81           step=7 
  {3,5,9,10,12,16}               2   1.144    CFH     1709         3125         step=8 
  {3,5,9,10,12,17}               1   1.14     CFH     16           81           step=7 
  {3,5,9,10,12,17}               2   1.14     CFH     1771         3125         step=8 
  {3,5,9,10,12,18}               1   1.136    CFH     16           81           step=7 
  {3,5,9,10,12,18}               2   1.136    CFH     1938         3125         step=8 
  {3,5,9,10,12,19}               1   1.133    CFH     16           81           step=6 
  {3,5,9,10,12,19}               2   1.133    CFH     1771         10000        step=9 
  {3,5,9,10,12,20}               1   1.13     CFH     16           81           step=6 
  {3,5,9,10,12,20}               2   1.13     CFH     1938         8000         step=9 
  {3,5,9,10,13,14}               1   1.146    CFH     20           100          step=9 
  {3,5,9,10,13,14}               2   1.146    CFH     2605         2744         step=9 
  {3,5,9,10,13,15}               1   1.141    CFH     11           81           step=7 
  {3,5,9,10,13,15}               2   1.141    CFH     2992         10000        step=9 
  {3,5,9,10,13,16}               1   1.136    CFH     20           100          step=9 
  {3,5,9,10,13,16}               2   1.136    CFH     3148         10000        step=9 
  {3,5,9,10,13,17}               1   1.132    CFH     11           81           step=7 
  {3,5,9,10,13,17}               2   1.132    CFH     2461         3125         step=8 
  {3,5,9,10,13,18}               1   1.128    CFH     29           100          step=9 
  {3,5,9,10,13,18}               2   1.128    CFH     1938         3125         step=8 
  {3,5,9,10,13,19}               1   1.125    CFH     20           100          step=9 
  {3,5,9,10,13,19}               2   1.125    CFH     1771         10000        step=9 
  {3,5,9,10,13,20}               1   1.122    CFH     11           81           step=6 
  {3,5,9,10,13,20}               2   1.122    CFH     3086         8000         step=9 
  {3,5,9,10,14,15}               1   1.134    CFH     16           81           step=7 
  {3,5,9,10,14,15}               2   1.134    CFH     3334         10000        step=9 
  {3,5,9,10,14,16}               1   1.13     CFH     20           100          step=9 
  {3,5,9,10,14,16}               2   1.13     CFH     3094         10000        step=9 
  {3,5,9,10,14,17}               1   1.126    CFH     16           81           step=7 
  {3,5,9,10,14,17}               2   1.126    CFH     2923         10000        step=9 
  {3,5,9,10,14,18}               1   1.122    CFH     20           100          step=9 
  {3,5,9,10,14,18}               2   1.122    CFH     3324         10000        step=9 
  {3,5,9,10,14,19}               1   1.119    CFH     101          361          step=8 
  {3,5,9,10,14,19}               2   1.119    CFH     3685         10000        step=10 
  {3,5,9,10,14,20}               1   1.116    CFH     16           81           step=7 
  {3,5,9,10,14,20}               2   1.116    CFH     3643         8000         step=9 
  {3,5,9,10,15,16}               1   1.124    CFH     11           81           step=7 
  {3,5,9,10,15,16}               2   1.124    CFH     3319         10000        step=9 
  {3,5,9,10,15,17}               1   1.12     CFH     16           81           step=7 
  {3,5,9,10,15,17}               2   1.12     CFH     3894         10000        step=9 
