# unified_batch: max_base=15, sizes [3, 5], k in [1, 2]
# 2230 coprime BaseSets enumerated
# A                              k   R        route   c*           T*           extra       
  {3,7,8,9,14}                   1   1.011    CFH     13           49           step=13 
  {3,7,8,9,14}                   2   1.011    CFH     17139        117649       step=13 
  {3,7,8,9,15}                   1   1.006    CFH     14           49           step=14 
  {3,7,8,9,15}                   2   1.006    CFH     18583        117649       step=15 
  {3,7,8,10,11}                  1   1.021    CFH     6            49           step=11 
  {3,7,8,10,11}                  2   1.021    CFH     3261         10000        step=11 
  {3,7,8,10,12}                  1   1.012    CFH     14           100          step=13 
  {3,7,8,10,12}                  2   1.012    CFH     3319         10000        step=13 
  {3,7,8,10,13}                  1   1.004    CFH     63           100          step=17 
  {3,7,8,10,13}                  2   1.004    CFH     4543         10000        step=16 
  {3,7,8,11,12}                  1   1        CFH     25           121          step=23 
  {3,7,8,11,12}                  2   1        CFH     4173         32768        step=23 
  {3,7,9,10,11}                  1   1.003    CFH     15           100          step=18 
  {3,7,9,10,11}                  2   1.003    CFH     15288        100000       step=16 
  {4,5,6,7,8}                    1   1.093    CFH     3            16           step=8 
  {4,5,6,7,8}                    2   1.093    CFH     2368         32768        step=9 
  {4,5,6,7,9}                    1   1.075    CFH     8            36           step=8 
  {4,5,6,7,9}                    2   1.075    CFH     1679         3125         step=8 
  {4,5,6,7,10}                   1   1.061    CFH     24           100          step=9 
  {4,5,6,7,10}                   2   1.061    CFH     2524         7776         step=9 
  {4,5,6,7,11}                   1   1.05     CFH     19           121          step=9 
  {4,5,6,7,11}                   2   1.05     CFH     3328         7776         step=9 
  {4,5,6,7,12}                   1   1.041    CFH     14           36           step=10 
  {4,5,6,7,12}                   2   1.041    CFH     2900         46656        step=10 
  {4,5,6,7,13}                   1   1.033    CFH     14           36           step=11 
  {4,5,6,7,13}                   2   1.033    CFH     2624         3125         step=11 
  {4,5,6,7,14}                   1   1.027    CFH     8            36           step=11 
  {4,5,6,7,14}                   2   1.027    CFH     3808         38416        step=11 
  {4,5,6,7,15}                   1   1.021    CFH     39           125          step=12 
  {4,5,6,7,15}                   2   1.021    CFH     3753         46656        step=11 
  {4,5,6,8,9}                    1   1.051    CFH     7            36           step=10 
  {4,5,6,8,9}                    2   1.051    CFH     4706         32768        step=10 
  {4,5,6,8,10}                   1   1.037    CFH     7            36           step=11 
  {4,5,6,8,10}                   2   1.037    CFH     12772        32768        step=9 
  {4,5,6,8,11}                   1   1.026    CFH     7            36           step=12 
  {4,5,6,8,11}                   2   1.026    CFH     3720         7776         step=12 
  {4,5,6,8,12}                   1   1.017    CFH     7            36           step=12 
  {4,5,6,8,12}                   2   1.017    CFH     8296         32768        step=13 
  {4,5,6,8,13}                   1   1.01     CFH     7            36           step=15 
  {4,5,6,8,13}                   2   1.01     CFH     5125         28561        step=14 
  {4,5,6,8,14}                   1   1.003    CFH     7            36           step=16 
  {4,5,6,8,14}                   2   1.003    CFH     15868        262144       step=15 
  {4,5,6,9,10}                   1   1.019    CFH     33           100          step=13 
  {4,5,6,9,10}                   2   1.019    CFH     8070         46656        step=11 
  {4,5,6,9,11}                   1   1.008    CFH     48           121          step=16 
  {4,5,6,9,11}                   2   1.008    CFH     3736         7776         step=14 
  {4,5,7,8,9}                    1   1.018    CFH     10           49           step=11 
  {4,5,7,8,9}                    2   1.018    CFH     4122         15625        step=11 
  {4,5,7,8,10}                   1   1.004    CFH     6            49           step=15 
  {4,5,7,8,10}                   2   1.004    CFH     4376         32768        step=17 

# summary:
#   4460 (A, k) cases enumerated
#   872 strict (CFH) verified
#   4 exact-critical (S-unit) verified qualitatively
#   0 failed
#   3584 skipped (R < 1)
#   876 TOTAL CERTIFIED (Erdős 124 unconditional)
#   50.67s elapsed
